id,source_edge_id,doc_id,sentence_id,sentence_text,subj_canonical_id,subj_canonical_term,rel_text,obj_canonical_id,obj_canonical_term,rel_len,has_prep,is_generic_rel,rel_support_total,rel_support_subj,rel_support_obj,accept,normalized_relation,reason,evidence,model_name,created_at
56,274,doc_0ac6,doc_0ac6_sent_00147,"[storage.options]
pull_options = {use_hard_links = ""true"", enable_partial_images = ""true""}
[storage.options.vfs]
ignore_chown_errors = ""true""Any node expected to be able to run containers from Podman must have ability to at least read the filesystem used.",1256,podman,have,4225,ability,4,0,1,130,52,72,1,requires,"The sentence states that a node must 'have ability to at least read the filesystem used' to run containers from Podman, which implies a requirement.",A node must have ability to at least read the filesystem used to run containers from Podman.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
57,276,doc_0ac6,doc_0ac6_sent_00157,"Any site using one of these plugins to start containers should not have an ""oci.conf"" configuration file.",199,site,have,59,file,4,0,1,130,52,72,1,unknown,The sentence states that a site 'using' a plugin 'has' no 'oci.conf' file.,Any site using one of these plugins to start containers should not have an 'oci.conf' configuration file.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
58,284,doc_3740,doc_3740_sent_00010,"Note that, due to the implicit --exclusive, if the requested specialized core/thread count is lower than the number of cores in the CoreSpecCount or in the CpuSpecList of the allocated node, then the step will have access to all of the non-specialized cores as well as the specialized cores freed for this job.",1009,step,have,4174,access,4,0,1,130,52,72,1,unknown,The sentence states that the step 'has access' to the non-specialized cores and the freed specialized cores.,"Note that, due to the implicit --exclusive, if the requested specialized core/thread count is lower than the number of cores in the CoreSpecCount or in",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
59,285,doc_3740,doc_3740_sent_00011,"For example, suppose a node has AllowSpecResourcesUsage=yes and CoreSpecCount=2 configured in the slurm.conf for a node with a total of 16 Cores. If a job specified --core-spec=1, the implicit --exclusive would lead to an exclusive allocation of the node, leaving 15 cores for use by the job, and keeping 1 core for system use.",285,node,have,3143,allowspecresourcesusage,4,0,1,130,52,72,1,unknown,The sentence states that the node 'has' AllowSpecResourcesUsage=yes,"For example, suppose a node has AllowSpecResourcesUsage=yes and CoreSpecCount=2 configured in the slurm.conf for a node with a total of 16 Cores.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
60,286,doc_3740,doc_3740_sent_00012,"In sacct, the step's allocated CPUs will include the specialized cores or threads that it has access to.",3339,cpus,include,1564,cores,7,0,1,52,24,24,1,unknown,"The sentence states that the allocated CPUs 'will include' the specialized cores or threads, which is the same meaning as 'includes' or 'includes as part of'.","In sacct, the step's allocated CPUs will include the specialized cores or threads that it has access to.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
61,288,doc_3740,doc_3740_sent_00013,"However, the job's allocated CPU count never includes specialized cores or threads to ensure that utilization reports are accurate.",688,count,include,1564,cores,7,0,1,52,24,24,1,unknown,"The sentence states that the job's allocated CPU count 'never includes' specialized cores or threads, which implies a 'includes' relation between the job's allocated CPU count and the cores.","However, the job's allocated CPU count never includes specialized cores or threads to ensure that utilization reports are accurate.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
62,306,doc_d9be,doc_d9be_sent_00056,"But it does not limit the set of CPUs on the node that each task distributed to the node can use. Unless some form of CPU/task binding is used (e.g., a task or spank plugin), all tasks distributed to a node can use all of the CPUs on the node, including CPUs not allocated to their job/step.",2693,form,use,506,task,3,0,1,63,35,45,1,uses,The sentence states that 'all tasks distributed to a node can use all of the CPUs on the node'. This implies that the form 'uses' the CPUs.,But it does not limit the set of CPUs on the node that each task distributed to the node can use. All tasks distributed to,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
63,332,doc_d9be,doc_d9be_sent_00102,"Nodenamen0n1n2
Number of Allocated CPUs862
Number of Tasks431
Distribution of Tasks to Nodes, by Task id0 1
Example 7: Consumable resources with overcommitment of CPUs to tasks
A job has 20 tasks. Run the job in a single node.",68,number,have,506,task,4,0,1,130,52,72,1,unknown,The sentence states that 'Number of Tasks' is a property of 'job'.,Number of Tasks 431,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
64,333,doc_d9be,doc_d9be_sent_00102,"Nodenamen0n1n2
Number of Allocated CPUs862
Number of Tasks431
Distribution of Tasks to Nodes, by Task id0 1
Example 7: Consumable resources with overcommitment of CPUs to tasks
A job has 20 tasks. Run the job in a single node.",1749,resource,have,506,task,4,0,1,130,52,72,1,unknown,The sentence states that a job 'has' tasks.,A job has 20 tasks.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
65,337,doc_d9be,doc_d9be_sent_00111,The OverSubscribe=YES option in the partition definition plus the --oversubscribe srun option allows the two jobs to oversubscribe CPUs on the node.,150,option,allow,24,job,5,0,1,3,3,3,1,allocates,The option 'allows' the jobs to 'allocate' more CPUs than they would normally be entitled to.,The OverSubscribe=YES option in the partition definition plus the --oversubscribe srun option allows the two jobs to oversubscribe CPUs on the node.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
66,356,doc_d9be,doc_d9be_sent_00125,"Applying socket binding, Slurm binds each task to all allocated CPUs in all sockets in which the task has a distributed CPU.",50,slurm,bind,506,task,4,0,1,8,4,5,1,unknown,"The sentence states that Slurm binds a task to CPUs, which aligns with the 'binds' relation.","Applying socket binding, Slurm binds each task to all allocated CPUs in all sockets in which the task has a distributed CPU.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
67,366,doc_d9be,doc_d9be_sent_00134,"Applying socket binding, Slurm binds each task to all allocated CPUs in all sockets in which the task has a distributed CPU.",50,slurm,bind,506,task,4,0,1,8,4,5,1,unknown,"The sentence states that Slurm binds a task to CPUs, which aligns with the 'binds' relation.","Applying socket binding, Slurm binds each task to all allocated CPUs in all sockets in which the task has a distributed CPU.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
68,376,doc_d9be,doc_d9be_sent_00147,"For example, task id 10 is bound to CPU id 3 on node n1.",506,task,bind,1476,d,4,0,1,8,4,5,1,unknown,The sentence explicitly states that a task is bound to a CPU.,"For example, task id 10 is bound to CPU id 3 on node n1.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
69,383,doc_d9be,doc_d9be_sent_00151,"The srun options specify the following conditions for the job: 3 tasks, with 3 unique CPUs per task, with 1 task per node. To satisfy these conditions, Slurm allocates 3 CPUs from one socket in each of the 3 nodes in the default partition. The --cpu-bind=cores option causes Slurm to bind each task to the 3 allocated CPUs on the node to which it is distributed.",50,slurm,bind,506,task,4,0,1,8,4,5,1,unknown,The sentence states that Slurm binds each task to the allocated CPUs.,The --cpu-bind=cores option causes Slurm to bind each task to the allocated CPUs.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
70,389,doc_d9be,doc_d9be_sent_00158,"Slurm distributes tasks to the cores but without cpu binding, each task has access to all the allocated CPUs.",506,task,have,4174,access,4,0,1,130,52,72,1,unknown,The sentence states that 'each task has access to all the allocated CPUs'.,"Slurm distributes tasks to the cores but without cpu binding, each task has access to all the allocated CPUs.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
71,390,doc_d9be,doc_d9be_sent_00160,"Nodenamen0
Socket id01
Number of Allocated CPUs42
Allocated CPU ids0 1 2 34 5
Binding of Tasks to CPUsCPU id01234567
Task id0-50-5-
The task/cgroup plugin does not bind tasks to CPUs. To bind tasks to CPUs and for access to all task distribution options, the task/affinity plugin can be used with the task/cgroup plugin:
TaskPlugin=task/cgroup,",68,number,bind,506,task,4,0,1,8,4,5,1,unknown,The sentence states that tasks are being bound to CPUs.,The task/cgroup plugin does not bind tasks to CPUs. To bind tasks to CPUs...,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
72,401,doc_0605,doc_0605_sent_00014,"The Elasticsearch official documentation provides detailed information around these concepts, the type to typeless deprecation transition as well as reindex API references on how to copy data from one index to another if needed.",3489,documentation,provide,275,information,7,0,1,42,27,28,1,unknown,"The sentence states that the documentation 'provides detailed information', which matches the 'provides' relation.",The Elasticsearch official documentation provides detailed information around these concepts...,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
73,404,doc_37f2,doc_37f2_sent_00001,"Fair Tree prioritizes users such that if accounts A and B are siblings and A has a higher fairshare factor than B, all children of A will have higher fairshare factors than all children of B.
Some of the benefits include:
All users from a higher priority account receive a higher fair share factor than all users from a lower priority account.",3290,child,have,7687,factor,4,0,1,130,52,72,1,unknown,The sentence states that 'all children of A will have higher fairshare factors than all children of B'. This implies that A 'has' a higher factor than B.,All children of A will have higher fairshare factors than all children of B.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
74,409,doc_5755,doc_5755_sent_00001,Why should I use Slurm or other free software?,5067,i,use,50,slurm,3,0,1,63,35,45,1,uses,The sentence explicitly states 'Why should I use Slurm' which implies a 'uses' relation.,Why should I use Slurm or other free software?,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
75,413,doc_5755,doc_5755_sent_00007,How do I run specific tasks on certain nodes in my allocation?,5067,i,run,506,task,3,0,1,31,17,11,1,runs_on,"The sentence explicitly asks about running tasks on nodes, which implies a 'runs_on' relation.",How do I run specific tasks on certain nodes in my allocation?,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
