canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at
user1 ususp normal hosta hostb,,"[""user1 USUSP normal hosta hostb sleep""]",[],[1303],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
necessary,,"[""necessary resources""]",[],[1309],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
% lsrun ls -l,,"[""% lsrun ls -l /usr""]",[],[1310],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
r--,,[],[],[1311],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
oct,,"[""Oct""]",[],[1313],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
drwxr,,[],[],[1314],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsfadmin,,"[""lsfadmin lsf""]",[],[1315],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
nov,,"[""Nov""]",[],[1316],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hostname,,"[""hostname command""]",[],"[1317, 1321]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
remote host,,"[""remote host hosta""]",[],[1322],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
complete job,,"[""complete job submission""]",[],[1327],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
wrapper shell,,"[""Wrapper shell scripts""]",[],[1328],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
wrapper binary,,"[""Wrapper binary executables"", ""Wrapper binary programs""]",[],"[1329, 1351]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
application source,,"[""application source code""]",[],[1330],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
interface,,"[""interfaces""]",[],[1331],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
easy integration,,"[""easiest integration method""]",[],[1332],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
shell,,"[""shell files"", ""shell script""]",[],"[1334, 1386]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
wrapper,,"[""wrapper binary"", ""wrapper files"", ""wrapper script"", ""wrapper shell""]",[],"[1335, 1352, 1353, 1361]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
simple,,"[""Simple allocation"", ""simple interface""]",[],"[1336, 2193]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
abc,,[],[],[1337],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
rename,,"[""rename abc""]",[],[1338],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
abc_real,,[],[],[1339],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
abc_license,,[],[],[1341],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
rusage,,[],[],[1342],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
string,,[],[],[1343],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
requeue,,"[""Requeue jobs""]",[],[1345],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
calculate,,"[""Calculate""]",[],[1350],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lslib,,"[""LSLIB""]","[""LSLIB""]",[1355],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsblib,,"[""LSBLIB""]","[""LSBLIB""]",[1356],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
other software application,,"[""other software application vendors""]",[],[1364],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
facility,,"[""facilities""]",[],[1365],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
close,,"[""closer integration""]",[],[1366],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
application user,,"[""application user interfaces""]",[],[1368],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
easy job,,"[""easy job submission""]",[],[1369],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
other advanced lsf,,"[""other advanced LSF features""]",[],[1372],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
manage,,"[""Manage users""]",[],[1373],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
reference,,"[""references""]",[],[1379],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
other configuration,,"[""other configuration files""]",[],[1380],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
edit,,"[""Edit"", ""Edit lsb.queues""]",[],"[1381, 1384]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
new queue,,"[""new queue definition""]",[],[1383],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
.cshrc,,"["".cshrc file""]",[],[1387],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
content,,"[""contents""]",[],[1388],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_top,,"[""LSF_TOP directory""]",[],[1389],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
kernel,,"[""Kernel""]",[],[1392],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
glibc2.3-x86_64.tar,,[],[],[1394],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
distribution,,"[""Distribution packages"", ""distribution files""]",[],"[1395, 1408, 2122]",20,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
download,,[],[],[1397],2,2,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
youtube,,"[""YouTube""]",[],[1402],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
major,,"[""major steps""]",[],[1404],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
install lsf binary,,"[""Install LSF binary files""]",[],[1405],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
new host,,"[""new host model"", ""new host type""]",[],"[1407, 1803]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
a.,,"[""a. Log"", ""a. Open""]",[],"[1409, 2031]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
b.,,"[""b. Change""]",[],[1411],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
installation script,,"[""installation script directory""]",[],[1412],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cluster1/10.1.,,[],[],[1414],5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
install,,"[""install directory""]",[],"[1415, 1515]",7,2,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
c.,,"[""c. Edit"", ""c. Migrate""]",[],"[1416, 2034]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
installing ibm spectrum,,"[""Installing IBM Spectrum LSF""]",[],[1418],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
e.,,"[""e. Follow""]",[],[1420],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_getting_started.html,,"[""lsf_getting_started.html file""]",[],[1422],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
client,,"[""Client times"", ""client contacts"", ""client host"", ""client requests"", ""client side""]",[],"[1426, 1659, 1671, 1708, 2010, 2014]",11,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sunsol,,"[""SUNSOL""]","[""SUNSOL""]",[1427],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hppa,,"[""HPPA""]","[""HPPA""]",[1428],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
end,,"[""End Host"", ""End HostModel"", ""End HostType"", ""End Queue"", ""End Resource"", ""End ResourceMap""]",[],"[1429, 1476, 1551, 1562, 1801, 1810]",7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
reconfigure,,"[""Reconfigure lim""]",[],[1430],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
% lsadmin,,"[""% lsadmin reconfig""]",[],[1431],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsadmin reconfig command,,"[""lsadmin reconfig command checks""]",[],[1433],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
unrecoverable,,"[""unrecoverable errors""]",[],[1435],11,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
reconfiguration,,"[""Reconfiguration"", ""reconfiguration exits""]",[],"[1436, 1438]",10,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
e. reconfigure,,"[""e. Reconfigure mbatchd""]",[],[1437],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
badmin reconfig command,,"[""badmin reconfig command checks""]",[],[1439],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
confirm,,"[""confirm reconfiguration""]",[],"[1440, 1462]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
optional,,"[""Optional"", ""Optional Distribution"", ""optional Step""]",[],"[1441, 2131, 2133]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hostsetup,,"[""hostsetup command""]",[],"[1442, 1512]",8,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lshost,,"[""lshosts"", ""lshosts command""]",[],"[1444, 1779]",9,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
unknown,,"[""UNKNOWN"", ""unknown host"", ""unknown service""]","[""UNKNOWN""]","[1445, 1752, 1862]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
working,,"[""Working""]",[],[1446],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
result,,"[""Results""]",[],[1448],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
dynamic host,,"[""dynamic host configuration""]",[],[1449],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
caution,,"[""CAUTION""]","[""CAUTION""]",[1450],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
current default management,,"[""current default management host""]",[],[1451],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
different default management,,"[""different default management host""]",[],[1452],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
following configuration,,"[""following configuration files""]",[],[1454],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf.shared,,"[""lsf.shared file""]",[],"[1455, 1538]",13,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.host,,"[""lsb.hosts"", ""lsb.hosts file""]",[],"[1456, 1751]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.resource,,"[""lsb.resources""]",[],[1457],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsadmin reconfig,,"[""lsadmin reconfig command""]",[],[1459],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
badmin mbdrestart,,"[""badmin mbdrestart command""]",[],[1460],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
badmin mbdrestart command,,"[""badmin mbdrestart command checks""]",[],[1461],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
automatic lsf daemon,,"[""automatic LSF daemon startup""]",[],[1465],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
automatic,,"[""automatic LSF"", ""automatic detection""]",[],"[1466, 1771]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
use dynamic host,,"[""Use dynamic host configuration""]",[],[1467],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
starting,,"[""starting point""]",[],[1469],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
badmin reconfig,,"[""badmin reconfig command""]",[],[1470],5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
begin,,"[""Begin HostModel"", ""Begin HostType"", ""Begin Queue"", ""Begin Resource""]",[],"[1472, 1544, 1798, 1808]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
queue_name,config,"[""QUEUE_NAME""]","[""QUEUE_NAME""]",[1473],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
# job,,"[""# job limit""]",[],[1474],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
nice,,"[""NICE""]","[""NICE""]",[1475],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lost_and_found,,"[""lost_and_found queue""]",[],"[1477, 1967]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
original,,"[""original cluster"", ""original queue""]",[],"[1478, 2057]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bswitch,,[],[],[1480],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
badmin qclose,,"[""badmin qclose night""]",[],[1484],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
idle,,"[""idle queue""]",[],"[1488, 1494]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
job id,,"[""job ID number""]",[],[1489],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
job_name,config,"[""JOB_NAME""]","[""JOB_NAME""]",[1491],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
user5 run night hosta hostd job5,,"[""user5 RUN night hostA hostD job5 Nov""]",[],[1492],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
user5 pend night hosta hostc job10,,"[""user5 PEND night hostA hostC job10 Nov""]",[],[1493],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
definition,,[],[],[1495],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
setuid,,"[""setuid bit""]",[],[1498],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_startup_path,config,"[""LSF_STARTUP_PATH"", ""LSF_STARTUP_PATH parameters""]","[""LSF_STARTUP_PATH""]","[1502, 1505]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sparc,,[],[],[1503],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sol,,[],[],[1504],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_serverdir,,"[""LSF_SERVERDIR directory""]",[],[1506],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
file permission mode,,"[""file permission mode -rw-------""]",[],[1508],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
# ls,,"[""# ls -la""]",[],[1509],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
id,,"[""ID mode bit""]",[],[1510],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
level installation,,"[""level installation directory""]",[],[1511],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
relative,,"[""relative path""]",[],[1514],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
full,,"[""full path""]",[],[1516],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
./.,,[],[],[1517],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
following lsf executable,,"[""following LSF executable files""]",[],[1518],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
egosh,,"[""egosh command""]",[],"[1519, 2016]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
utmpreg,,[],[],[1520],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
swtbl_api,,[],[],[1521],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ntbl_api,,[],[],[1522],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lstbl_nid,,[],[],[1523],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
swtbl_poe,,[],[],[1524],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsfrestart,,"[""lsfrestart command""]",[],[1525],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
main,,"[""main types""]",[],[1527],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
interactive job,,"[""interactive job execution""]",[],[1530],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
software application,,"[""software application licenses""]",[],[1533],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
configuring application,,"[""Configuring application licenses""]",[],[1534],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
optimal,,"[""optimal use""]",[],[1535],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
critical,,"[""critical resources""]",[],[1536],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf/lsf,,[],[],[1540],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cluser1/10.1.,,[],[],[1541],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
misc,,[],[],[1542],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
example,,"[""examples directory""]",[],[1543],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
resourcename,,"[""RESOURCENAME LOCATION"", ""RESOURCENAME TYPE INTERVAL"", ""RESOURCENAME parameter""]",[],"[1545, 1561, 1566]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
release,,"[""RELEASE DESCRIPTION"", ""RELEASE column""]",[],"[1546, 1557]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
numeric,,"[""Numeric""]",[],[1547],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
n,,"[""N Y""]",[],[1548],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
license1,,"[""license1 myjob"", ""license1 resource""]",[],"[1549, 1612]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
license2,,"[""license2 resource""]",[],[1550],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
resourcemap,,"[""ResourceMap"", ""ResourceMap section""]",[],"[1558, 1560]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
mapping,,[],[],[1559],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
attribute,,[],[],[1564],3,2,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
count,,[],[],[1569],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
number_indexe,,"[""number_indexes""]",[],[1572],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
index_value,,[],[],[1573],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
first external load,,"[""first external load index""]",[],[1574],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
first load,,"[""first load index""]",[],[1575],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
second external load,,"[""second external load index""]",[],[1576],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
second load,,"[""second load index""]",[],[1577],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
quantifiable,,"[""quantifiable resource""]",[],[1581],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
example elim,,"[""example ELIM program""]",[],[1582],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
flexlm license,,"[""FLEXlm license server""]",[],[1583],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lic,,"[""LICS #"", ""lic -c"", ""lic utility""]",[],"[1584, 1589, 1593]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
license.dat -f,,"[""license.dat -f license""]",[],[1585],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
tmplic,,"[""TMPLICS |""]",[],[1586],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
s/-/_/g,,[],[],[1587],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
numlic,,"[""NUMLIC""]","[""NUMLIC""]",[1588],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
license feature,,"[""license feature names""]",[],[1591],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
flexlm command,,"[""FLEXlm command lmstat""]",[],[1595],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
statu r15 r1 m,,"[""status r15s r1 m r""]",[],[1601],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
swp mem license1,,"[""swp mem license1 license""]",[],[1602],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
submit,,"[""Submit jobs""]",[],[1603],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
myjob,,[],[],[1605],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
flexlm,,"[""FLEXlm""]",[],[1608],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
resource requirement,,"[""resource requirement string""]",[],[1609],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
res_req,config,"[""RES_REQ"", ""RES_REQ parameter""]","[""RES_REQ""]","[1610, 1611]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
index,,"[""index names"", ""index number"", ""indices""]",[],"[1616, 1913, 1916]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
administering ibm ® spectrum,,"[""Administering IBM ® Spectrum LSF""]",[],[1617],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
contact ibm,,"[""contact IBM Support""]",[],[1618],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
incorrect,,"[""incorrect installation""]",[],[1620],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
error log file,,"[""error log files first""]",[],[1624],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lim.log.host_name,,[],[],[1627],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
res.log.host_name,,[],[],[1628],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
pim.log.host_name,,[],[],[1629],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sbatchd.log.management_host,,[],[],[1630],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
vemkd.log.management_host,,[],[],[1631],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
most lsf,,"[""most LSF problems""]",[],[1632],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
general,,"[""General"", ""General errors""]",[],"[1633, 1819]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsadmin ckconfig -v,,"[""lsadmin ckconfig -v command""]",[],[1634],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
troubleshooting,,"[""troubleshooting steps""]",[],[1636],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
situation,,[],[],[1637],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
# bctrld restart,,"[""# bctrld restart lim"", ""# bctrld restart sbd""]",[],"[1638, 1640]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
# bctrld,,"[""# bctrld restart""]",[],[1639],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ps -ef,,"[""ps -ef command""]",[],[1641],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
first few,,"[""first few hosts""]",[],[1643],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_master_list,config,"[""LSF_MASTER_LIST"", ""LSF_MASTER_LIST parameter""]","[""LSF_MASTER_LIST""]","[1644, 1663]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
symbolic,,"[""symbolic link""]",[],[1646],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
most configuration,,"[""most configuration errors""]",[],[1650],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsload command,,"[""lsload command prints""]",[],[1653],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_server_host,config,"[""LSF_SERVER_HOSTS""]","[""LSF_SERVER_HOSTS""]",[1660],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
management host,,"[""Management host LIM"", ""management host list""]",[],"[1664, 1983]",8,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
loopback,,"[""loopback IP"", ""loopback address""]",[],"[1666, 1670, 1679]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
official,,"[""official host""]",[],[1668],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ip,,"[""IP address"", ""IP configuration""]",[],"[1669, 1674]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
management host lim,,"[""management host LIM address""]",[],[1672],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
fact,,[],[],[1673],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
management host lim ip,,"[""management host LIM IP address""]",[],[1675],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ipv6,,"[""IPv6 address""]",[],[1677],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
fe00::0,,"[""fe00::0 ipv""]",[],[1680],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
localnet,,[],[],[1681],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ff00::0,,"[""ff00::0 ipv""]",[],[1682],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
mcastprefix,,[],[],[1683],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ipv,,[],[],[1684],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ff02::2,,"[""ff02::2 ipv""]",[],[1685],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
allrouter,,"[""allrouters""]",[],[1686],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ff02::3,,"[""ff02::3 ipv""]",[],[1687],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
allhost,,"[""allhosts""]",[],[1688],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
res,,"[""RES binary"", ""RES control requests"", ""RES error log"", ""RES host"", ""RES messages""]",[],"[1691, 1861, 1917, 1919, 1932, 1939]",9,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
detailed error,,"[""detailed error message""]",[],[1692],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
identification,,"[""identification daemon""]",[],[1693],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
setuid bit,,"[""setuid bit set""]",[],[1694],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
chmod,,[],[],[1695],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
filename,,"[""filename command""]",[],[1696],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
application binary,,"[""application binary files""]",[],[1697],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
nosuid,,"[""nosuid flag""]",[],[1698],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_auth,,"[""LSF_AUTH parameter""]",[],[1699],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
inetd,,"[""inetd daemon""]",[],[1700],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
inconsistent host,,"[""Inconsistent host names""]",[],[1701],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
name,,"[""name server""]",[],[1702],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hosts.equiv,,"[""hosts.equiv file""]",[],"[1703, 1705]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_use_hostequiv,config,"[""LSF_USE_HOSTEQUIV"", ""LSF_USE_HOSTEQUIV parameter""]","[""LSF_USE_HOSTEQUIV""]","[1704, 1854]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
