enrich_id,canonical_term,example_term,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
61,--nodelist,--nodelist,slurm,option_flag,"--nodelist is a command-line option used in SLURM to specify a list of nodes for job placement, although its use may conflict with the block placement algorithm.",1,1,1,[],"{
  ""term"": ""--nodelist"",
  ""canonical"": ""--nodelist"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--nodelist is a command-line option used in SLURM to specify a list of nodes for job placement, although its use may conflict with the block placement algorithm."",
  ""aliases"": []
}"
62,--nodes,--nodes,slurm,command,--nodes is a command-line option used in SLURM to specify the number of nodes for a job.,1,3,2,[],"{
  ""term"": ""--nodes"",
  ""canonical"": ""--nodes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""--nodes is a command-line option used in SLURM to specify the number of nodes for a job."",
  ""aliases"": []
}"
63,--ntasks,--ntasks,slurm,option_flag,--ntasks is a command-line option used to specify the number of tasks (processes) to run in a job on SLURM.,1,3,2,[],"{
  ""term"": ""--ntasks"",
  ""canonical"": ""--ntasks"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--ntasks is a command-line option used to specify the number of tasks (processes) to run in a job on SLURM."",
  ""aliases"": []
}"
64,--ntasks-per-core,--ntasks-per-core,slurm,option_flag,--ntasks-per-core is a command-line option used in SLURM to specify the number of tasks to run on each core of a compute node.,1,1,1,[],"{
  ""term"": ""--ntasks-per-core"",
  ""canonical"": ""--ntasks-per-core"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--ntasks-per-core is a command-line option used in SLURM to specify the number of tasks to run on each core of a compute node."",
  ""aliases"": []
}"
65,--ntasks-per-node,--ntasks-per-node,slurm,option_flag,--ntasks-per-node is a command-line option used to specify the number of tasks to run on each node in a SLURM job submission.,1,1,1,[],"{
  ""term"": ""--ntasks-per-node"",
  ""canonical"": ""--ntasks-per-node"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--ntasks-per-node is a command-line option used to specify the number of tasks to run on each node in a SLURM job submission."",
  ""aliases"": []
}"
66,--ntasks-per-socket,--ntasks-per-socket,slurm,option_flag,--ntasks-per-socket is a command-line option used to specify the number of tasks to run on each socket in a SLURM job.,1,1,1,[],"{
  ""term"": ""--ntasks-per-socket"",
  ""canonical"": ""--ntasks-per-socket"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--ntasks-per-socket is a command-line option used to specify the number of tasks to run on each socket in a SLURM job."",
  ""aliases"": []
}"
67,--ntasks-per-node|socket|core,"--ntasks-per-{node,socket,core}",both,option_flag,"--ntasks-per-{node,socket,core} is a command-line option used to limit the number of tasks launched on each node, socket, or core, respectively, in a job submission.",1,1,1,[],"{
  ""term"": ""--ntasks-per-{node,socket,core}"",
  ""canonical"": ""--ntasks-per-node|socket|core"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--ntasks-per-{node,socket,core} is a command-line option used to limit the number of tasks launched on each node, socket, or core, respectively, in a job submission."",
  ""aliases"": []
}"
68,--overcommit,--overcommit,slurm,option_flag,--overcommit is a command-line option in SLURM's srun command that allows a job or job step to execute more tasks than the available processors in the job's allocation.,1,4,3,[],"{
  ""term"": ""--overcommit"",
  ""canonical"": ""--overcommit"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--overcommit is a command-line option in SLURM's srun command that allows a job or job step to execute more tasks than the available processors in the job's allocation."",
  ""aliases"": []
}"
69,--oversubscribe,--oversubscribe,slurm,option_flag,"--oversubscribe is a command-line option used to enable or disable the sharing of consumable resources (cores, sockets, or CPUs) among jobs in SLURM.",1,2,2,[],"{
  ""term"": ""--oversubscribe"",
  ""canonical"": ""--oversubscribe"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--oversubscribe is a command-line option used to enable or disable the sharing of consumable resources (cores, sockets, or CPUs) among jobs in SLURM."",
  ""aliases"": []
}"
70,--prefix,--prefix,both,config_param,--prefix is a configuration parameter used to specify the installation prefix for MPI libraries when integrating with SLURM.,1,2,2,[],"{
  ""term"": ""--prefix"",
  ""canonical"": ""--prefix"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""--prefix is a configuration parameter used to specify the installation prefix for MPI libraries when integrating with SLURM."",
  ""aliases"": []
}"
71,--profile,--profile,slurm,option_flag,"--profile is a command-line option used to control data collection for profiling jobs in SLURM, allowing selection of data types to collect.",1,1,1,[],"{
  ""term"": ""--profile"",
  ""canonical"": ""--profile"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--profile is a command-line option used to control data collection for profiling jobs in SLURM, allowing selection of data types to collect."",
  ""aliases"": []
}"
72,--pty,--pty,both,option_flag,"--pty is a command-line option used to launch an interactive shell within a job, consuming all resources in the job. It may be used with X11 support on SLURM and LSF.",1,1,1,[],"{
  ""term"": ""--pty"",
  ""canonical"": ""--pty"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--pty is a command-line option used to launch an interactive shell within a job, consuming all resources in the job. It may be used with X11 support on SLURM and LSF."",
  ""aliases"": []
}"
73,--qos=,--qos=,slurm,option_flag,"--qos= is a command-line option used to specify a Quality of Service (QOS) for a job submitted to SLURM, affecting scheduling priority, preemption, and resource limits.",1,1,1,[],"{
  ""term"": ""--qos="",
  ""canonical"": ""--qos="",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--qos= is a command-line option used to specify a Quality of Service (QOS) for a job submitted to SLURM, affecting scheduling priority, preemption, and resource limits."",
  ""aliases"": []
}"
74,--root,--root,generic,option_flag,--root is a command-line option used to set the root filesystem path for containerized jobs or workloads on the HPC system.,1,1,1,[],"{
  ""term"": ""--root"",
  ""canonical"": ""--root"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--root is a command-line option used to set the root filesystem path for containerized jobs or workloads on the HPC system."",
  ""aliases"": []
}"
75,--security-opt,--security-opt,generic,option_flag,--security-opt is a command-line option used to configure additional security options for containerized jobs on the cluster.,1,1,1,[],"{
  ""term"": ""--security-opt"",
  ""canonical"": ""--security-opt"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--security-opt is a command-line option used to configure additional security options for containerized jobs on the cluster."",
  ""aliases"": []
}"
76,--sibling,--sibling,slurm,command,--sibling is a command-line option for squeue that displays each sibling job individually instead of merging them.,1,2,1,[],"{
  ""term"": ""--sibling"",
  ""canonical"": ""--sibling"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""--sibling is a command-line option for squeue that displays each sibling job individually instead of merging them."",
  ""aliases"": []
}"
77,--sockets-per-node,--sockets-per-node,slurm,option_flag,--sockets-per-node is a command-line option used to specify the minimum number of sockets in a node to dedicate to a job in SLURM.,1,1,1,[],"{
  ""term"": ""--sockets-per-node"",
  ""canonical"": ""--sockets-per-node"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--sockets-per-node is a command-line option used to specify the minimum number of sockets in a node to dedicate to a job in SLURM."",
  ""aliases"": []
}"
78,--start,--start,slurm,job_state,The --start option in SLURM's squeue command shows the expected start time of a pending job.,1,1,1,[],"{
  ""term"": ""--start"",
  ""canonical"": ""--start"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""The --start option in SLURM's squeue command shows the expected start time of a pending job."",
  ""aliases"": []
}"
79,--switches,--switches,slurm,option_flag,"--switches is a command-line option used with salloc, sbatch, and srun in SLURM to specify the maximum number of leaf switches for a job and the maximum time to wait for that number.",1,2,1,[],"{
  ""term"": ""--switches"",
  ""canonical"": ""--switches"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--switches is a command-line option used with salloc, sbatch, and srun in SLURM to specify the maximum number of leaf switches for a job and the maximum time to wait for that number."",
  ""aliases"": []
}"
80,--threads-per-core,--threads-per-core,slurm,option_flag,--threads-per-core is a command-line option used to specify the minimum number of threads in a core to dedicate to a job in SLURM.,1,1,1,[],"{
  ""term"": ""--threads-per-core"",
  ""canonical"": ""--threads-per-core"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--threads-per-core is a command-line option used to specify the minimum number of threads in a core to dedicate to a job in SLURM."",
  ""aliases"": []
}"
81,--threads-per-core=t,--threads-per-core=T,slurm,option_flag,--threads-per-core=T is a command-line option used to specify the minimum number of threads in a core to dedicate to a job in SLURM.,1,1,1,[],"{
  ""term"": ""--threads-per-core=T"",
  ""canonical"": ""--threads-per-core=T"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--threads-per-core=T is a command-line option used to specify the minimum number of threads in a core to dedicate to a job in SLURM."",
  ""aliases"": []
}"
82,--tres,--tres,both,option_flag,--tres is a command-line option used to view or specify the Total Resource Units (TRES) of jobs or nodes in SLURM and IBM LSF.,1,1,1,[],"{
  ""term"": ""--tres"",
  ""canonical"": ""--tres"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--tres is a command-line option used to view or specify the Total Resource Units (TRES) of jobs or nodes in SLURM and IBM LSF."",
  ""aliases"": []
}"
83,--tres-per-task,--tres-per-task,slurm,config_param,"--tres-per-task is a configuration parameter used in SLURM job submission to request specific resources, such as licenses, per task.",1,1,1,[],"{
  ""term"": ""--tres-per-task"",
  ""canonical"": ""--tres-per-task"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""--tres-per-task is a configuration parameter used in SLURM job submission to request specific resources, such as licenses, per task."",
  ""aliases"": []
}"
84,--unbuffered,--unbuffered,slurm,option_flag,"--unbuffered is a command-line option for the srun command in SLURM, used to disable output buffering and write output directly to the terminal.",1,1,1,[],"{
  ""term"": ""--unbuffered"",
  ""canonical"": ""--unbuffered"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--unbuffered is a command-line option for the srun command in SLURM, used to disable output buffering and write output directly to the terminal."",
  ""aliases"": []
}"
85,--wait-for-children,--wait-for-children,slurm,command,--wait-for-children is a command-line option for srun that keeps the step running until all launched processes have exited (cgroup/v2 only).,1,1,1,[],"{
  ""term"": ""--wait-for-children"",
  ""canonical"": ""--wait-for-children"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""--wait-for-children is a command-line option for srun that keeps the step running until all launched processes have exited (cgroup/v2 only)."",
  ""aliases"": []
}"
86,--wckey=,--wckey=,slurm,option_flag,"--wckey= is a command-line option used in SLURM to set the WCKey for a job, enabling orthogonal accounting across unrelated accounts.",1,1,1,[],"{
  ""term"": ""--wckey="",
  ""canonical"": ""--wckey="",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""short_definition"": ""--wckey= is a command-line option used in SLURM to set the WCKey for a job, enabling orthogonal accounting across unrelated accounts."",
  ""aliases"": []
}"
