term_id,term,canonical,scheduler,ontology_role,category,dul_bucket,is_hpc_domain,definition,aliases_json,raw_json,freq_total
219,AuthInfo,authinfo,slurm,datatype_property,config_param,description,1,AuthInfo is a SlurmDBD configuration parameter that specifies the pathname of the named socket used by MUNGE for enterprise-wide authentication.,[],"{
  ""term"": ""AuthInfo"",
  ""canonical"": ""AuthInfo"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""AuthInfo is a SlurmDBD configuration parameter that specifies the pathname of the named socket used by MUNGE for enterprise-wide authentication."",
  ""aliases"": []
}",2
237,default value,default value,slurm,datatype_property,config_param,description,1,Default value refers to the predefined value for certain Slurm configuration parameters when no explicit value is provided.,[],"{
  ""term"": ""default value"",
  ""canonical"": ""default value"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Default value refers to the predefined value for certain Slurm configuration parameters when no explicit value is provided."",
  ""aliases"": []
}",2
238,configure time,configure_time,slurm,datatype_property,config_param,description,1,configure time refers to the point in time when Slurm configuration parameters are set during system build or modification.,[],"{
  ""term"": ""configure time"",
  ""canonical"": ""configure_time"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""configure time refers to the point in time when Slurm configuration parameters are set during system build or modification."",
  ""aliases"": []
}",2
244,StorageHost,storagehost,slurm,datatype_property,config_param,description,1,StorageHost is a Slurm configuration parameter that defines the host where the database is running to store job accounting data.,[],"{
  ""term"": ""StorageHost"",
  ""canonical"": ""StorageHost"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""StorageHost is a Slurm configuration parameter that defines the host where the database is running to store job accounting data."",
  ""aliases"": []
}",2
245,StorageLoc,storageloc,slurm,datatype_property,config_param,description,1,StorageLoc is a Slurm configuration parameter that specifies the name of the database where accounting records are written.,[],"{
  ""term"": ""StorageLoc"",
  ""canonical"": ""StorageLoc"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""StorageLoc is a Slurm configuration parameter that specifies the name of the database where accounting records are written."",
  ""aliases"": []
}",2
249,slurm_acct_db,slurm_acct_db,slurm,datatype_property,config_param,description,1,slurm_acct_db is a configuration parameter for Slurm that defines the name of the database where accounting records are written.,[],"{
  ""term"": ""slurm_acct_db"",
  ""canonical"": ""slurm_acct_db"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""slurm_acct_db is a configuration parameter for Slurm that defines the name of the database where accounting records are written."",
  ""aliases"": []
}",3
253,root,root,slurm,individual,user_role,description,1,"In Slurm, 'root' is the default user for the slurmdbd daemon, but it is recommended to use a non-root user for security purposes. This user must exist on the machine executing the Slurm Database Daemon and have the same UID as the hosts on which slurmctld execute.",[],"{
  ""term"": ""root"",
  ""canonical"": ""root"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""In Slurm, 'root' is the default user for the slurmdbd daemon, but it is recommended to use a non-root user for security purposes. This user must exist on the machine executing the Slurm Database Daemon and have the same UID as the hosts on which slurmctld execute."",
  ""aliases"": []
}",6
254,AdminLevel,adminlevel,slurm,datatype_property,user_role,description,1,"AdminLevel is a Slurm configuration parameter that defines the user name for the slurmdbd daemon, which should be different from root for security purposes.",[],"{
  ""term"": ""AdminLevel"",
  ""canonical"": ""AdminLevel"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""user_role"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""AdminLevel is a Slurm configuration parameter that defines the user name for the slurmdbd daemon, which should be different from root for security purposes."",
  ""aliases"": []
}",3
255,Admin,admin,slurm,individual,user_role,description,1,Admin refers to the user that the Slurm Database Daemon (slurmdbd) executes as. This user should exist on the machine executing the Slurm Database Daemon and have the same UID as the hosts on which slurmctld execute.,[],"{
  ""term"": ""Admin"",
  ""canonical"": ""Admin"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Admin refers to the user that the Slurm Database Daemon (slurmdbd) executes as. This user should exist on the machine executing the Slurm Database Daemon and have the same UID as the hosts on which slurmctld execute."",
  ""aliases"": []
}",2
278,localhost,localhost,unknown,individual,non_domain,information_object,0,localhost is a hostname representing the current machine or computer.,[],"{
  ""term"": ""localhost"",
  ""canonical"": ""localhost"",
  ""is_hpc_domain"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""localhost is a hostname representing the current machine or computer."",
  ""aliases"": []
}",3
279,system0,system0,unknown,drop,non_domain,unknown,0,Not a domain term; 'system0' is a hostname or system identifier in a database context.,[],"{
  ""term"": ""system0"",
  ""canonical"": ""system0"",
  ""is_hpc_domain"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""drop"",
  ""dul_bucket"": ""unknown"",
  ""definition"": ""Not a domain term; 'system0' is a hostname or system identifier in a database context."",
  ""aliases"": []
}",2
280,grant,grant,unknown,individual,non_domain,event,0,GRANT is a MySQL command used to grant privileges to a user for specific database objects.,[],"{
  ""term"": ""grant"",
  ""canonical"": ""GRANT"",
  ""is_hpc_domain"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""GRANT is a MySQL command used to grant privileges to a user for specific database objects."",
  ""aliases"": []
}",2
285,slurm,slurm,slurm,class,other_hpc,object,1,SLURM is a popular open-source job scheduler for High Performance Computing (HPC) systems.,[],"{
  ""term"": ""slurm"",
  ""canonical"": ""SLURM"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""SLURM is a popular open-source job scheduler for High Performance Computing (HPC) systems."",
  ""aliases"": []
}",2
312,Association,association,slurm,datatype_property,config_param,description,1,"Association refers to a database entry in Slurm that contains user associations, which are necessary for correctly displaying archived information.",[],"{
  ""term"": ""Association"",
  ""canonical"": ""Association"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Association refers to a database entry in Slurm that contains user associations, which are necessary for correctly displaying archived information."",
  ""aliases"": []
}",2
314,TRES,tres,slurm,datatype_property,resource,description,1,"TRES (Total Resource Estimates) is a set of resource estimates for a job, including CPU, memory, and other requirements, used in Slurm scheduling.",[],"{
  ""term"": ""TRES"",
  ""canonical"": ""TRES"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""TRES (Total Resource Estimates) is a set of resource estimates for a job, including CPU, memory, and other requirements, used in Slurm scheduling."",
  ""aliases"": []
}",2
325,accounts,accounts,slurm,class,user_role,description,1,"Accounts represent user roles in Slurm, used for managing database entries and permissions for archive servers.",[],"{
  ""term"": ""accounts"",
  ""canonical"": ""Accounts"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""user_role"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Accounts represent user roles in Slurm, used for managing database entries and permissions for archive servers."",
  ""aliases"": []
}",2
326,user associations,userassociations,slurm,datatype_property,config_param,description,1,"User associations refer to the database entries that need to match the production server for correct archived information display. These entries include Association, QOS, and TRES information.",[],"{
  ""term"": ""user associations"",
  ""canonical"": ""UserAssociations"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""User associations refer to the database entries that need to match the production server for correct archived information display. These entries include Association, QOS, and TRES information."",
  ""aliases"": []
}",2
335,InfluxDB,influxdb,unknown,individual,other_hpc,information_object,1,"InfluxDB is a time-series database used for collecting and analyzing performance metrics from various systems, including HPC clusters. It can be used with tools like Grafana to create dashboards.",[],"{
  ""term"": ""InfluxDB"",
  ""canonical"": ""InfluxDB"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""unknown"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""InfluxDB is a time-series database used for collecting and analyzing performance metrics from various systems, including HPC clusters. It can be used with tools like Grafana to create dashboards."",
  ""aliases"": []
}",3
347,Description,description,both,drop,non_domain,unknown,0,Not a domain term; this is a general term used in the context of providing additional information.,[],"{
  ""term"": ""Description"",
  ""canonical"": ""Description"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""both"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""drop"",
  ""dul_bucket"": ""unknown"",
  ""definition"": ""Not a domain term; this is a general term used in the context of providing additional information."",
  ""aliases"": []
}",2
348,Organization,organization,unknown,class,user_role,description,1,"Organization is a user role in the context of HPC clusters, used to group accounts and manage accounting records.",[],"{
  ""term"": ""Organization"",
  ""canonical"": ""Organization"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""unknown"",
  ""category"": ""user_role"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Organization is a user role in the context of HPC clusters, used to group accounts and manage accounting records."",
  ""aliases"": []
}",2
350,chemistry,chemistry,unknown,drop,non_domain,unknown,0,Not a domain term; this is a scientific field mentioned in the context.,[],"{
  ""term"": ""chemistry"",
  ""canonical"": ""Chemistry"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""drop"",
  ""dul_bucket"": ""unknown"",
  ""definition"": ""Not a domain term; this is a scientific field mentioned in the context."",
  ""aliases"": []
}",2
