sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_2ca9_sent_00116,doc_2ca9,116,"New -json option for the badmin rc view command
Use the new -json option to display the badmin rc view command output in JSON format.",16433,16567,133,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00117,doc_2ca9,117,"New LSF_TCP_KEEPALIVE_TIME parameter
Conﬁgure the new LSF_TCP_KEEPALIVE_TIME parameter, in the lsf.conf conﬁguration ﬁle, to override the Linux TCP keepalive time for sockets
created by LSF daemons.",16567,16765,198,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00118,doc_2ca9,118,"After the number of seconds deﬁned in for the LSF_TCP_KEEPALIVE_TIME value passes, the connection is marked to keep
alive and to send keepalive probes.",16766,16918,151,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00119,doc_2ca9,119,"New THREADLIMIT_PER_TASK parameter for the lsb.applications and lsb.queues
ﬁles
Use the new THREADLIMIT_PER_TASK parameter for the lsb.applications and lsb.queues ﬁles.",16918,17086,168,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00120,doc_2ca9,120,"Using the THREADLIMIT_PER_TASK parameter to
calculate a job's thread limit value allows you to use a more reﬁned thread limit based on the number of tasks for the job.",17087,17255,167,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00121,doc_2ca9,121,The -M m e m _,17255,17269,14,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00122,doc_2ca9,122,"i t option for the ssched command now sets a hard memory limit
Starting in Fix Pack 15, the -M mem_limit option for the ssched command now sets a per-process hard (not soft) memory limit for all the processes
that belong to the task.",17276,17510,233,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00123,doc_2ca9,123,"New Total column added to the badmin lsfproxyd status command output
The output of the badmin lsfproxyd status command has been enhanced to include a Total column to the displayed command metrics. The
value displayed represents the total during the lifetime of the current lsfproxyd process.",17510,17802,291,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00124,doc_2ca9,124,"Enhancements for Docker jobs
New container_io() and job_pre_post() keywords for the CONTAINER parameter to enhance Docker jobs",17802,17929,126,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00125,doc_2ca9,125,"You can now specify LSF to write output ﬁles to the Docker container ﬁle system; set this by conﬁguring the new container_io() keyword for the
CONTAINER parameter in the lsb.applications ﬁle (for applications), lsb.queues ﬁle (for queues) , or both. If set, you can also specify another
new job_pre_post() keyword, which enables LSF to run the user-level pre-execution and post-execution commands inside your Docker
containers.",17929,18356,427,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00126,doc_2ca9,126,"For more information on setting up Docker jobs with your LSF cluster, see Conﬁguring LSF to run Docker jobs.",18357,18466,108,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00127,doc_2ca9,127,"Extended the context keyword to recognize Docker job paths
By default the PATH variable used by provided starter, controller, or monitoring scripts for the execution driver is
/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin. This can be speciﬁed when conﬁguring the EXEC_DRIVER
parameter in the lsb.queues ﬁle for queues, or in the lsb.applications ﬁle for application proﬁles.",18466,18857,390,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00128,doc_2ca9,128,"Fix Pack 15 extends the context keyword for the EXEC_DRIVER parameter so that it recognizes Docker jobs paths, speciﬁed by a new path
keyword for the EXEC_DRIVER parameter.",18857,19029,172,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00129,doc_2ca9,129,The use of path is optional.,19030,19058,28,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00130,doc_2ca9,130,"If use, you can specify one or more paths (separate multiple paths with
a colon (:).",19059,19143,84,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00131,doc_2ca9,131,"For example:
EXEC_DRIVER=context[user(user_name) path(/path/one:/path/two)] starter[/file_path_serverdir/docker-
starter.py] controller[/file_path/to/serverdir/docker-control.py] monitor[/file_path/to/serverdir/docker-
monitor.py]
LSF does not check if the paths speciﬁed exist.",19144,19423,278,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00132,doc_2ca9,132,"New LSB_DOCKER_PASS_ENV parameter for execution driver scripts to inherit the job submission user's environment
By default, if you conﬁgure the EXEC_DRIVER value for queues or application proﬁles, and the starter, controller, or monitoring scripts are
speciﬁed, they do not automatically inherit the job submission user’s environment when started for Docker jobs.",19423,19786,363,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00133,doc_2ca9,133,"A cluster administrator can
set the new LSB_DOCKER_PASS_ENV parameter to Y in the lsf.conf ﬁle, so that the execution driver (starter, controller, or monitoring) scripts
inherit and use the job submission user's environment.
Forwarded pending and running jobs count towards the deﬁned job array limits in a
multicluster environment
A job array job slot limit is used to specify the maximum number of jobs submitted from a job array that is allowed to run at any one time. If job array
limits are deﬁned in a multicluster environment, forwarded jobs (in pending and running states) are counted towards the deﬁned limit.",19787,20406,618,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00134,doc_2ca9,134,"New MC_STRICT_JOBID_CHECKING parameter for the lsb.params ﬁle to control
global job ID checking
Use the new MC_STRICT_JOBID_CHECKING parameter within the lsb.params ﬁle to control global job ID checking in an LSF multicluster
environment.",20406,20644,238,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00135,doc_2ca9,135,"When set to MC_STRICT_JOBID_CHECKING=N (which is the default setting), this parameter allows the cluster to relax job ID checking
on global job ID indexes.",20645,20800,155,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00136,doc_2ca9,136,"Any jobs forwarded to this cluster that do not match the conﬁgured cluster index in the lsf.shared ﬁle will default to be
allowed to run on the execution host.",20801,20961,159,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00137,doc_2ca9,137,"New LSB_ENFORCE_GPU_MIG_JOB parameter for the lsb.params ﬁle to control
MIG GPU usage
Use the new LSB_ENFORCE_GPU_MIG_JOB parameter within the lsb.params ﬁle to control MIG GPUs.",20961,21139,178,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00138,doc_2ca9,138,"To ensure that only GPU jobs with the mig
option can use MIG-enabled GPUs, enable this parameter.",21140,21238,97,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00139,doc_2ca9,139,"Enhanced dynamic host framework
Fix Pack 15 improves efﬁciency, performance, reliability, and supportability for the dynamic host framework within LSF, with focus on adding and
removing dynamic hosts.",21238,21438,200,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00140,doc_2ca9,140,These enhancements are especially beneﬁcial to LSF in a cloud environment and the LSF resource connector.,21439,21545,105,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00141,doc_2ca9,141,"Enhancements for dynamic hosts include:
Schedule jobs to the proper dynamic hosts
The LSF dynamic host framework has been enhanced to ensure that jobs are always dispatched to the proper dynamic hosts.",21545,21747,201,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00142,doc_2ca9,142,"Hosts can leave the cluster seamlessly
Similar to adding a dynamic host, you can now remove a dynamic host without the need to restart the LSF daemons, decoupling the need to
have to reconﬁgure or restart the mbatchd daemon.",21747,21971,224,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00143,doc_2ca9,143,The process is now seamless.,21972,22001,28,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00144,doc_2ca9,144,"Do note, however, that if you have enabled deprecated or features no longer supported in the cluster, removing a dynamic host will trigger the
need to reconﬁgure daemons.",22001,22172,170,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00145,doc_2ca9,145,"New LC2_DYN_HOST log class
Use the new LC2_DYN_HOST log class to debug LIM (LSF_DEBUG_LIM), mbatchd (LSB_DEBUG_MBD), and mbschd (LSB_DEBUG_SCH)
daemon issues related to dynamic hosts.",22172,22355,183,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00146,doc_2ca9,146,"For example, specify this log class as follows:
lsadmin limdebug -c LC2_DYN_HOST
badmin mbddebug -c LC2_DYN_HOST
badmin schddebug -c LC2_DYN_HOST
New LSF_HOST_UUID parameter for the lsf.sudoers ﬁle
Use the new LSF_HOST_UUID parameter within the lsf.sudoers ﬁle to manually override the generated UUID value for Linux hosts.",22356,22679,323,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00147,doc_2ca9,147,"The UUID
allows you identify a host by more than just its hostname.",22680,22747,67,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00148,doc_2ca9,148,"For example, a UUID is used to determine if the host is the same one that previously
joined, or if the host is simply reusing the same hostname or IP address (which is common for cloud- provisioned machines).",22748,22957,208,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00149,doc_2ca9,149,"New RC_GET_HOST_METHOD parameter for the lsb.params ﬁle
When the LSF resource connector is enabled, use the new RC_GET_HOST_METHOD parameter to tell LSF the exact information (public IP
address, or private IP address, or instance name) to be used for host lookup. The RC_GET_HOST_METHOD parameter provides this
information efﬁciently, which helps improve LSF performance.",22957,23329,371,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00150,doc_2ca9,150,"Enhanced performance when querying LSF resource connector host information
For increased efﬁciency and performance for the ebrokerd daemon, the daemon no longer relies on the MQTT message broker daemon (mosquito)
for resource connector host information upkeep when running the bhosts -rc and bhosts -rconly commands.",23329,23646,316,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00151,doc_2ca9,151,"Note that upon upgrading to Fix Pack 15, and you have the LSF resource connector enabled, to ensure that the bhosts -rc and bhosts -rconly
commands work properly and leverage this enhancement on all applicable hosts, upgrade all management and clients to this ﬁx pack level.",23646,23921,274,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00152,doc_2ca9,152,"New LSF_CLOUD_UI parameter to show LSF resource connector information
Set LSF_CLOUD_UI=Y in the lsf.conf conﬁguration ﬁle to show cloud provider details (for example, show the name of the enabled cloud provider in
the lsid command output).",23921,24160,239,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00153,doc_2ca9,153,This setting is supported for clusters with the LSF resource connector feature enabled.,24161,24249,87,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00154,doc_2ca9,154,"New RC_TEMPLATE_BY_RESREQ_ORDER parameter to order resource connector
templates
LSF decides on which LSF resource connector template (provider_templates.json ﬁle) to use based on criteria deﬁned in the templates.",24249,24461,212,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00155,doc_2ca9,155,The ﬁrst criteria LSF uses is the priority value in the templates.,24515,24581,66,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00156,doc_2ca9,156,LSF uses the template with the highest priority.,24582,24631,48,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00157,doc_2ca9,157,"If LSF cannot choose a template based on priority (priority values are the same in the templates, or a value is not deﬁned and defaults to a
priority of 0), then:
Starting with Fix Pack 15, you can set the new RC_TEMPLATE_BY_RESREQ_ORDER parameter in the lsb.params conﬁguration ﬁle, LSF
looks for a template by an ordered set of resource requirements.",24631,24983,352,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00158,doc_2ca9,158,"The parameter accepts any of the numeric consumable properties
deﬁned in the attributes section of the resource connector template.",24984,25116,131,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00159,doc_2ca9,159,"If you do not have the RC_TEMPLATE_BY_RESREQ_ORDER parameter conﬁgured, then LSF moves to the templateId value in the
templates, and selects a template by alphabetical order.",25116,25291,174,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00160,doc_2ca9,160,"New LSB_RC_EXTERNAL_HOST_ABNORMAL_TIME parameter for the LSF resource
connector to control the time to wait before timing out hosts in an abnormal state
To allow the LSF resource connector to control the number of minutes",25291,25512,221,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00161,doc_2ca9,161,"that LSF waits before timing out resource connector hosts that are in an
abnormal state (that is, closed_LIM, unavail, or unreach status), add the new LSB_RC_EXTERNAL_HOST_ABNORMAL_TIME parameter to the
lsf.conf conﬁguration ﬁle.",25513,25742,229,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00162,doc_2ca9,162,"The LSB_RC_EXTERNAL_HOST_ABNORMAL_TIME parameter sets the timeout values and LSF behavior when a resource
connector host reaches soft and hard timeout limits. Specify integers for the values, and separate the values with a colon (:).",25743,25976,233,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00163,doc_2ca9,163,"For details and usage
syntax, see LSB_RC_EXTERNAL_HOST_ABNORMAL_TIME.
New PROV state for the bjobs command and resource connector jobs
A new PROV state has been added for the bjobs command output for jobs submitted from clusters enabled with the LSF resource connector and with
the new LSF_CLOUD_UI=Y lsf.conf conﬁguration.",25977,26300,323,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00164,doc_2ca9,164,"The PROV state shows that a job is requesting a resource (host) from the LSF resource connector
cloud provider, and is waiting for that host to join the LSF cluster.",26301,26466,165,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00165,doc_2ca9,165,"Additionally, the bjobs -l output for a provision job now include a message that
indicates when a request has been sent to cloud provider; for example:
Wed Jan 31 18:43:28: Sent resource connector request for 1*CENTOS-Template-NGVM-1 from provider ibmcloudgen2.",26467,26729,261,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00166,doc_2ca9,166,"New ASSIGN_SERVICE_ACCOUNT_FROM_LAUNCH_TEMPLATE parameter for the
googleprov_conﬁg.json ﬁle
The new ASSIGN_SERVICE_ACCOUNT_FROM_LAUNCH_TEMPLATE parameter for the googleprov_conﬁg.json (LSF resource connector Google
Compute Cloud) conﬁguration ﬁle enables LSF to assign the service account from the launchTemplateId attribute (deﬁned in the
googleprov_templates.json ﬁle) to newly created instances. If ASSIGN_SERVICE_ACCOUNT_FROM_LAUNCH_TEMPLATE is set to true, for each
template in the googleprov_templates.json ﬁle, LSF assigns the service account deﬁned in the launchTemplateId to newly created instances, if
the launchTemplateId is deﬁned in the template. Otherwise, LSF assigns the default service account to the newly created instances.",26729,27471,742,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00167,doc_2ca9,167,"The default
parameter value is false.",27472,27510,37,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00168,doc_2ca9,168,"New AWS_TAG_InstanceID and AWS_ENDPOINT_URL parameters for the
awsprov_conﬁg.json ﬁle
The new AWS_TAG_InstanceID parameter for the awsprov_conﬁg.json (LSF resource connector AWS) conﬁguration ﬁle allows you to adjust
performance by controlling InstanceID tagging. If set to true, the AWS LSF resource connector plug-in will add the InstanceID tag to both the
instance and its EBS volumes.",27510,27898,388,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00169,doc_2ca9,169,"By default, this parameter is set to false, so that the AWS LSF resource connector plug-in will not add the InstanceID
tag, which helps with the AWS plug-in performance.",27899,28069,169,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00170,doc_2ca9,170,The new AWS_ENDPOINT_URL parameter for the awsprov_conﬁg.json ﬁle supports private endpoints.,28069,28162,93,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00171,doc_2ca9,171,"Typically, the AWS provider can determine the
endpoint from the region name, but if the provider is running in an environment that does not provide public internet access, this endpoint is
unreachable. In this case, you can create a private endpoint (a non-default API endpoint URL used for requesting hosts through AWS); refer to the
AWS documentation for reference on creating this endpoint using the Amazon VPC console. Once created, you can then specify that endpoint for the
AWS_ENDPOINT_URL parameter.",28163,28671,507,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00172,doc_2ca9,172,"New computeUnit host attribute for the awsprov_templates.json and
ibmcloudgen2_templates.json ﬁles",28671,28770,98,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00173,doc_2ca9,173,The new computeUnit host attribute is available for the awsprov_templates.json and ibmcloudgen2_templates.json ﬁles.,28770,28886,116,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00174,doc_2ca9,174,"Use this attribute to specify
any compute unit requirements for the LSF resource connector to provision.",28887,28992,104,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00175,doc_2ca9,175,"New MinNumber parameter for the policy_conﬁg.json ﬁle
The policy_conﬁg.json ﬁle now supports a new MinNumber parameter (within the Policies parameter).",28992,29143,151,1,2026-01-29T16:24:27Z
